turn	comment_timestamp	comment_id	reply_to	username	comment_text	negative	neutral	positive	compound	fear	joy	anger	sadness	love	surprise
192	1662545281.716533	9fKZM2Wlkvc9fL9xO9fNmn	UgyRGjWg-Z6Vi_gRgbd4AaABAg	brma3	 @Louis-Philippe Maurice  🤓	0.423	0.577	0.0	-0.296	0.1358257234096527	0.3631419837474823	0.43213000893592834	0.050189245492219925	0.009409068152308464	0.00930397305637598
193	1662545281.72072	9fKZM2Wlkvc9fMRxtzuNdw	UgyRGjWg-Z6Vi_gRgbd4AaABAg	Ottone III	not agree, i think he should try to run for the record or so :P	0.113	0.697	0.189	0.3448	0.00951166171580553	0.7389571070671082	0.23333637416362762	0.010327549651265144	0.006186990533024073	0.0016803329344838858
194	1662545281.724381	9fKZM2Wlkvc9fN35bDD0CC	UgyRGjWg-Z6Vi_gRgbd4AaABAg	CosmicStar	 @Ottone III  probably, but he obviously wouldn’t get in the top 10 for sure	0.0	0.7	0.3	0.631	0.0005714271683245897	0.9964105486869812	0.0011913110502064228	0.0008538602269254625	0.0006031211232766509	0.000369629095075652
195	1662545281.729484	9fKZM2Wlkvc9fPIyA74wX2	UgyRGjWg-Z6Vi_gRgbd4AaABAg	Sam Quinn	he got the record before, he just doesnt hold the current one i think	0.0	1.0	0.0	0.0	0.011879104189574718	0.8602913618087769	0.10897037386894226	0.014388864859938622	0.0023638007696717978	0.002106576459482312
196	1662545281.733242	9fKZM2Wlkvc9fPp7VFzdC6	UgyRGjWg-Z6Vi_gRgbd4AaABAg	CosmicStar	 @Sam Quinn  r/whoooosh	0.0	1.0	0.0	0.0	0.05250104144215584	0.3122791051864624	0.6021870970726013	0.019571008160710335	0.007787841837853193	0.00567400548607111
197	1662545281.992677	9fKYsbS6Mrx9fKZFQPee2v	UgwV5hLhSlL0GgBN3Vh4AaABAg	Kosmic	You could save a new framerule in 4-2, but you wouldn't be able to do bullet bill glitch, so it would actually be slower haha	0.0	0.79	0.21	0.7269	0.20859768986701965	0.181855246424675	0.5452913045883179	0.05601624399423599	0.0022051152773201466	0.006034379359334707
198	1662545282.198768	9fKYi_stzjz9fLQEPl3LOv	UgxNvvDUIbFpVJjshxl4AaABAg	mambda	It's called a joke	0.0	0.577	0.423	0.296	0.0018643522635102272	0.0031447899527847767	0.9920637011528015	0.0020624457392841578	0.0004351666721049696	0.0004294889804441482
199	1662545282.516916	9fKYWIDyhXj9fKmO4mFN_u	Ugy84bHfwBv8Eu1zvF54AaABAg	jestfullgremblim800	I mean, it isn't like foul language makes something entertaining by itself, it depends how you use that foul language, just like everything else.	0.074	0.737	0.189	0.509	0.0040618497878313065	0.3042779266834259	0.6548193097114563	0.0297930259257555	0.0030094077810645103	0.004038493614643812
200	1662545282.524275	9fKYWIDyhXj9fKwhDB6JD9	Ugy84bHfwBv8Eu1zvF54AaABAg	Dude Maccabeus	 @jestfullgremblim800  im almost immediately turned off by foul language	0.0	1.0	0.0	0.0	0.0013913002330809832	0.0003921527531929314	0.9969325065612793	0.0009560078615322709	0.00016352332022506744	0.00016442201740574092
201	1662545282.530221	9fKYWIDyhXj9fKwzS640t3	Ugy84bHfwBv8Eu1zvF54AaABAg	jestfullgremblim800	 @Dude Maccabeus  yeah, not everyone likes it.	0.245	0.525	0.231	-0.0341	0.0023620929569005966	0.11725997924804688	0.04238219931721687	0.005764841102063656	0.8285359740257263	0.0036949615459889174
202	1662545282.533205	9fKYWIDyhXj9fL8jMTkwpb	Ugy84bHfwBv8Eu1zvF54AaABAg	nonamelegend	As someone who cusses more than they probably should, I agree haha. It can be pretty obnoxious in this particular setting, and very hard to do “right”	0.133	0.622	0.246	0.6133	0.0008096423116512597	0.00040463803452439606	0.9977666139602661	0.0005691712140105665	0.00023582235735375434	0.00021411708439700305
203	1662545282.5359	9fKYWIDyhXj9fL8omq70Kl	Ugy84bHfwBv8Eu1zvF54AaABAg	nonamelegend	 @jestfullgremblim800  <——- what he said	0.0	1.0	0.0	0.0	0.0368686318397522	0.07212178409099579	0.8535523414611816	0.03213983774185181	0.0029563538264483213	0.002361135557293892
204	1662545282.540665	9fKYWIDyhXj9fNLcTf91Zr	Ugy84bHfwBv8Eu1zvF54AaABAg	jestfullgremblim800	 @nonamelegend  exactly, if you use foul language right, you probably can not use it and still do well	0.0	0.89	0.11	0.2732	0.0006316006183624268	0.0009915130212903023	0.9941278696060181	0.0036145495250821114	0.00036983666359446943	0.0002646707580424845
205	1662545282.939152	Ugz3Gzzq6J_ALucRio94AaABAg	na	Nob1e J0n	Take THAT, TAS! Haha, go team!	0.0	0.582	0.418	0.555	0.025087036192417145	0.3191506564617157	0.6324127316474915	0.01604463905096054	0.0038331090472638607	0.0034718422684818506
206	1662545282.945363	Ugwi5RopjrOZvKsEBTN4AaABAg	na	Lemonade	wow that was something, can't wait for that youtuber that likes to talk about SMB1 world record times improvements (his name is Komic or something) to make a video about it	0.0	0.759	0.241	0.836	0.0052641090005636215	0.9567644000053406	0.02751539833843708	0.004235073458403349	0.0018974537961184978	0.004323657136410475
207	1662545282.949776	Ugz3t9Gv1MkoUs2BElN4AaABAg	na	THE BANANA SPEED RUNS	Warpless with crowd control help would just be 8 world skips	0.0	0.787	0.213	0.4019	0.40357425808906555	0.25655582547187805	0.20760023593902588	0.11955705285072327	0.0027107666246593	0.010001842863857746
208	1662545282.953603	UgyhZjTZFkPO-XylAZF4AaABAg	na	NeviTheLettyFan	Nice AVGN reference	0.0	0.417	0.583	0.4215	0.01815950497984886	0.8504166603088379	0.09698755294084549	0.013897686265408993	0.01310712844133377	0.007431576959788799
209	1662545282.956941	UgxNn3SOzfCzaLVLd9R4AaABAg	na	j	.	0.0	1.0	0.0	0.0	0.21896380186080933	0.20269690454006195	0.4346753656864166	0.12230067700147629	0.010814082808792591	0.010549214668571949
210	1662545282.959792	UgydgWDGqd1ltEC3-s14AaABAg	na	Chris Barone	Man, watching Kosmic slide off that warp pipe because of that Jaku blessed star gave me some real Mario 35 vibes.	0.0	0.837	0.163	0.5994	0.00042155844857916236	0.7133760452270508	0.0005668006488122046	0.0012557393638417125	0.28313249349594116	0.001247504260390997
211	1662545282.962544	UgyvL1qzQ9d_UK4xqW94AaABAg	na	Planetdune	This will never fly for real using mods...	0.0	1.0	0.0	0.0	0.07439218461513519	0.2343120574951172	0.20573541522026062	0.47922009229660034	0.003860068740323186	0.0024802391417324543
212	1662545282.965019	Ugxt83Ke-z_jGRkXdON4AaABAg	na	qactustick	Can't compete? More like you don't need to compete! You can be 'retired' and have fun doing stuff like this instead!	0.087	0.674	0.239	0.6196	0.0009307805448770523	0.029651302844285965	0.004831412341445684	0.9621037840843201	0.0016001980984583497	0.0008826667326502502
213	1662545282.967771	UgzJeWQIK3DfJgfW6zt4AaABAg	na	Jeremy Landry	Congrats to everyone, including the folks tossing stars and super speed.  A winner is Ya'll.	0.0	0.519	0.481	0.9022	0.00032414012821391225	0.9957647323608398	0.0018765366403385997	0.0006091348477639258	0.0009319735690951347	0.0004934351891279221
214	1662545282.970192	Ugw7rTnUdHaUOlEhAp94AaABAg	na	ASkilled	WOOOOOOOOOO	0.0	1.0	0.0	0.0	0.1401335448026657	0.3057638704776764	0.49179941415786743	0.036191560328006744	0.01348569244146347	0.012625952251255512
215	1662545282.972483	UgyX4NBSREPtJQ0gLSR4AaABAg	na	konohasaiyajin	shmooooooooooovin	0.0	1.0	0.0	0.0	0.09888376295566559	0.38609614968299866	0.4668750762939453	0.03350537642836571	0.00770613132044673	0.006933527532964945
216	1662545282.974604	UgySZykPk_kuloKaCSN4AaABAg	na	Swift	PUSHING THE HUMAN LIMIT!	0.0	1.0	0.0	0.0	0.011290804482996464	0.004112499300390482	0.9807433485984802	0.00267200730741024	0.0006670730072073638	0.000514201179612428
217	1662545282.976744	Ugyu4xgN0YvRGA1XVFp4AaABAg	na	theultimategamer95	"""Don't wanna die in 8-3 again""

Famous last words."	0.0	0.718	0.282	0.4847	0.0006478127907030284	0.9916943907737732	0.002444015583023429	0.0026058696676045656	0.0017889394657686353	0.000818893313407898
218	1662545282.978822	Ugwfc5rDgIupJS-x4xh4AaABAg	na	Chappers2112	This is the same way Todd Rogers beat the world record, he loaded the star into 2nd gear before the game started.	0.0	1.0	0.0	0.0	0.03858695924282074	0.49491316080093384	0.4423437714576721	0.01198640838265419	0.003774606389924884	0.008395088836550713
219	1662545282.981032	UgwlgaDTZkVqHgtBVE14AaABAg	na	ademisc	Would this count as a team WR? :)	0.0	0.7	0.3	0.4588	0.37565621733665466	0.25875499844551086	0.3063826858997345	0.04361322149634361	0.008008724078536034	0.007584127131849527
220	1662545282.983086	UgwR3AyBP0H0ItbKBDN4AaABAg	na	DannyB Version1.0	I have never seen a speedrunner that happy to complete a run in my life.	0.0	0.791	0.209	0.5719	0.00015779906243551522	0.9986404776573181	0.00026670261286199093	0.00042009938624687493	0.00034793466329574585	0.0001669396151555702
221	1662545282.985284	Ugw6VuA96Znhk5HSq7h4AaABAg	na	KS	If someone could make the original Super Mario Brothers with Super Sonic Speed I wonder how fast you could finish that game.	0.0	0.653	0.347	0.8779	0.007149817422032356	0.8897520303726196	0.005872348789125681	0.0029059951193630695	0.0013595675118267536	0.09296019375324249
222	1662545282.987504	Ugwbzgci8fOWvnRb65F4AaABAg	na	Adriansdoodles	!cc	0.0	1.0	0.0	0.0	0.1346588432788849	0.1879064291715622	0.6165849566459656	0.04158730059862137	0.008059537038207054	0.011202950961887836
223	1662545282.989587	UgxBrpwIBUQNGNj1cM54AaABAg	na	Doctor Reed	the description made me laugh out loud	0.0	0.625	0.375	0.5574	0.00786362960934639	0.05494971200823784	0.9244542717933655	0.004319390282034874	0.0015863340813666582	0.006826717872172594
224	1662545282.991666	UgzwJb3CrNokQcXp8-N4AaABAg	na	Rainbow Dash	Badabun% 👀	0.0	1.0	0.0	0.0	0.06389224529266357	0.3567642271518707	0.4262210726737976	0.1348000019788742	0.01157996617257595	0.006742456462234259
225	1662545283.208949	9fKWXRJSbw69fKYjDkYrd7	Ugz3t9Gv1MkoUs2BElN4AaABAg	Kosmic	I genuinely don't know if 7 world skips in a row would be faster than warping there in 2 minutes. It would be close... But slightly slower I think?	0.0	1.0	0.0	0.0	0.06747914105653763	0.8767501711845398	0.032648686319589615	0.009974829852581024	0.0014847874408587813	0.011662312783300877
226	1662545283.530997	9fKU7fAShcU9fKegImdIWR	Ugyu4xgN0YvRGA1XVFp4AaABAg	Silverlined_69	That part was hilarious	0.0	0.526	0.474	0.4019	0.007333130110055208	0.274090439081192	0.6804659962654114	0.016293302178382874	0.002940431470051408	0.018876662477850914
227	1662545283.540653	9fKU7fAShcU9fM16UeyMTb	Ugyu4xgN0YvRGA1XVFp4AaABAg	이호석	 @Silverlined_69  yeah!	0.0	0.286	0.714	0.3595	0.015406164340674877	0.8881925940513611	0.0745588019490242	0.012352529913187027	0.0049099670723080635	0.004579922650009394
228	1662545283.945775	9fKU6f-FVJg9fK_K4CTvAg	Ugwfc5rDgIupJS-x4xh4AaABAg	threehead99	*Rodd Togers	0.0	1.0	0.0	0.0	0.04050246626138687	0.08594835549592972	0.8402156233787537	0.01980195753276348	0.009287574328482151	0.004243901465088129
229	1662545283.948564	9fKU6f-FVJg9fKbPCu47mW	Ugwfc5rDgIupJS-x4xh4AaABAg	Gust3883	 @threehead99  *Todd Roges	0.0	1.0	0.0	0.0	0.10058767348527908	0.1377156376838684	0.7191680073738098	0.025018738582730293	0.010602438822388649	0.0069074369966983795
230	1662545283.950916	9fKU6f-FVJg9fKi4ysbqCu	Ugwfc5rDgIupJS-x4xh4AaABAg	Some random as hell person	 @threehead99  *Todd Togers	0.0	1.0	0.0	0.0	0.0934290885925293	0.11903221160173416	0.7477284073829651	0.025240369141101837	0.008367127738893032	0.0062028332613408566
231	1662545283.953408	9fKU6f-FVJg9fKmzvisg-X	Ugwfc5rDgIupJS-x4xh4AaABAg	Foolbound	 @Some random as hell person  *Rodd Rigers	0.434	0.566	0.0	-0.6808	0.04437169432640076	0.6828503012657166	0.2462899535894394	0.019215799868106842	0.0035261118318885565	0.0037460916209965944
232	1662545283.955667	9fKU6f-FVJg9fLH9LAUSNo	Ugwfc5rDgIupJS-x4xh4AaABAg	Mick Dundee	 @Foolbound  *Godd Dogers	0.0	1.0	0.0	0.0	0.054823245853185654	0.7293868660926819	0.17884603142738342	0.025324659422039986	0.0061437636613845825	0.0054754712618887424
233	1662545283.957952	9fKU6f-FVJg9fLSY9gbPAn	Ugwfc5rDgIupJS-x4xh4AaABAg	LitCactus	 @threehead99  what kosmic has over TAS is the human element	0.0	1.0	0.0	0.0	0.010666144080460072	0.2705545425415039	0.6957425475120544	0.017499985173344612	0.0035201360005885363	0.0020167783368378878
234	1662545283.96025	9fKU6f-FVJg9fLdHVmrXn-	Ugwfc5rDgIupJS-x4xh4AaABAg	Rai Kitsunagi	Big Flunnie Hodd Toward*	0.0	1.0	0.0	0.0	0.04147961735725403	0.16186243295669556	0.7644974589347839	0.02005140110850334	0.007127361372113228	0.00498175760731101
235	1662545283.96244	9fKU6f-FVJg9fLhLx9O49M	Ugwfc5rDgIupJS-x4xh4AaABAg	HyperShadic101	Big Flunnie bethesda flashbacks	0.0	1.0	0.0	0.0	0.45871683955192566	0.014574381522834301	0.0936460793018341	0.4238191246986389	0.0023343521170318127	0.006909290328621864
236	1662545283.965118	9fKU6f-FVJg9fLlIgVyXAD	Ugwfc5rDgIupJS-x4xh4AaABAg	Michael Dyst	Budd Fogers did that blindfolded...	0.0	1.0	0.0	0.0	0.9314878582954407	0.0075538139790296555	0.04748306795954704	0.00913530495017767	0.001505230087786913	0.0028347244951874018
237	1662545283.969637	9fKU6f-FVJg9fLp3ypFFFj	Ugwfc5rDgIupJS-x4xh4AaABAg	Dissociated Women Incorporated	 @Michael Dyst  *Buck Rogers	0.0	1.0	0.0	0.0	0.12011295557022095	0.5727786421775818	0.25031039118766785	0.035109397023916245	0.009462174959480762	0.01222645491361618
238	1662545284.315492	9fKU6f-FVJg9fLqnHAJU_2	Ugwfc5rDgIupJS-x4xh4AaABAg	Daniel Malek	*Togg Dodgers	0.0	1.0	0.0	0.0	0.26179638504981995	0.2281213402748108	0.41516610980033875	0.05831488221883774	0.014419157058000565	0.022182170301675797
239	1662545284.323622	9fKU6f-FVJg9fM2C-n7aUh	Ugwfc5rDgIupJS-x4xh4AaABAg	exxor9108	 @Michael Dyst  How do you know? Were you there?	0.0	1.0	0.0	0.0	0.373310387134552	0.2513883411884308	0.33372414112091064	0.02560083009302616	0.0042801243253052235	0.011696111410856247
240	1662545284.329737	9fKU6f-FVJg9fM8X6f1DdT	Ugwfc5rDgIupJS-x4xh4AaABAg	Izaak	Odd Ogers*	0.697	0.303	0.0	-0.3182	0.588762640953064	0.053480345755815506	0.22652654349803925	0.015984628349542618	0.005339906085282564	0.10990587621927261
241	1662545284.334087	9fKU6f-FVJg9fMLBJHqy9-	Ugwfc5rDgIupJS-x4xh4AaABAg	exxor9108	 @Izaak  Ogg Oders*	0.0	1.0	0.0	0.0	0.06835292279720306	0.18104371428489685	0.703925371170044	0.03425367921590805	0.00597543828189373	0.006448892876505852
242	1662545284.337753	9fKU6f-FVJg9fMMsBXrjDI	Ugwfc5rDgIupJS-x4xh4AaABAg	DisabledMallis	LOL	0.0	0.0	1.0	0.4215	0.24664777517318726	0.1363280713558197	0.5502299070358276	0.05202815309166908	0.006402393337339163	0.008363640867173672
243	1662545284.341058	9fKU6f-FVJg9fMlQsbjaf3	Ugwfc5rDgIupJS-x4xh4AaABAg	SameMan6	 @exxor9108  Dog Odors*	0.0	1.0	0.0	0.0	0.37520280480384827	0.21375234425067902	0.3367823362350464	0.059717386960983276	0.007188097108155489	0.007356980815529823
244	1662545284.343983	9fKU6f-FVJg9fMq2JEkl4P	Ugwfc5rDgIupJS-x4xh4AaABAg	Fadex	 @Foolbound  It's RIIIIIDGE RACER!	0.0	1.0	0.0	0.0	0.015258516184985638	0.8386455774307251	0.1286790519952774	0.00981757789850235	0.0030779691878706217	0.004521198570728302
245	1662545284.346677	9fKU6f-FVJg9fN-oFfe1b2	Ugwfc5rDgIupJS-x4xh4AaABAg	Daniel Malek	*Nogg Krodders	0.0	1.0	0.0	0.0	0.19335727393627167	0.21064943075180054	0.5343081951141357	0.041251640766859055	0.008778952062129974	0.011654498055577278
246	1662545284.349201	9fKU6f-FVJg9fOIpN-SrwR	Ugwfc5rDgIupJS-x4xh4AaABAg	gazzer2kuk	*Good Todgers	0.0	0.256	0.744	0.4404	0.008617637678980827	0.8526557683944702	0.10396702587604523	0.01664934679865837	0.013471372425556183	0.004638895392417908
247	1662545284.351531	9fKU6f-FVJg9fY7OUQ0nnT	Ugwfc5rDgIupJS-x4xh4AaABAg	Nathan Gamble	*Fudd Ruckers	0.0	1.0	0.0	0.0	0.01596130058169365	0.017943503335118294	0.9578638672828674	0.0050321235321462154	0.001341722090728581	0.0018574706045910716
248	1662545284.659699	9fKTjb0IYS09fLVaTSI1Ac	UgwR3AyBP0H0ItbKBDN4AaABAg	Snodeca	You haven't?	0.0	1.0	0.0	0.0	0.06447289884090424	0.02008601278066635	0.8519625067710876	0.060261666774749756	0.001299912459217012	0.0019169622100889683
249	1662545284.669535	9fKTjb0IYS09fY-oswpYNW	UgwR3AyBP0H0ItbKBDN4AaABAg	Falkite	so you havent seen niftski?	0.0	1.0	0.0	0.0	0.31975340843200684	0.21328425407409668	0.42330554127693176	0.0245505440980196	0.0034064112696796656	0.015699831768870354
250	1662545285.068052	UgwE62RNYtYVUA-3AEl4AaABAg	na	Julia B	Better than Badabun	0.0	0.408	0.592	0.4404	0.027880821377038956	0.5372128486633301	0.37419986724853516	0.04617813974618912	0.007971622049808502	0.006556708365678787
251	1662545285.072883	UgxD509lp8rEjDM9sgV4AaABAg	na	Ethan Bryson	But where's the coke and pizza	0.0	1.0	0.0	0.0	0.016889654099941254	0.04070238023996353	0.917132556438446	0.020532788708806038	0.00253114802762866	0.0022115099709481
252	1662545285.075372	UgzP82Nxg5RTfuNq_eZ4AaABAg	na	Lil Mundo	it was worth losing every single one of my channel points <3	0.159	0.549	0.293	0.296	0.0004506177792791277	0.0018266163533553481	0.006927845533937216	0.9902083873748779	0.0003978482272941619	0.00018878291302826256
253	1662545285.077737	UgyRGnaR3qSbATCn0Ad4AaABAg	na	Diego Pinon	"Kosmic, you could have done it faster if you started Mario in 2nd gear, had a coffee stain on the timer. You also didn’t take advantage of the human element of how the game would respond.

You also forgot to eat pizza and drink cokes in between levels, don’t forget your heart beat jumping up and down insanely.

There’s tons of room for improvement."	0.027	0.844	0.129	0.8074	0.0012342765694484115	0.006391183473169804	0.0038896112237125635	0.9875701069831848	0.0003281872486695647	0.0005866739084012806
254	1662545285.08019	UgyogInV3JJHL-sWaJl4AaABAg	na	EP1CxEMAN08	Alternative Title: Green Mario saves the Princess with Twitch Chat.	0.0	1.0	0.0	0.0	0.03030078299343586	0.877083957195282	0.07136846333742142	0.015492210164666176	0.0032044064719229937	0.002550133503973484
255	1662545285.083183	Ugwc35HJIH8rYySwpVl4AaABAg	na	Lisek Tod	Great! xDDD	0.0	0.185	0.815	0.6588	0.000706185819581151	0.994633674621582	0.001601284951902926	0.0012542238691821694	0.0005069327889941633	0.0012977069709450006
256	1662545285.087627	UgyvAoDpbm88WnV8ip14AaABAg	na	RetroCheats	New category Super Mario bros any% with chat help	0.0	0.515	0.485	0.765	0.009252289310097694	0.9597976207733154	0.021583935245871544	0.005516659468412399	0.0015343884006142616	0.0023150851484388113
257	1662545285.091882	Ugx6wQcFYd7mtwD4JfR4AaABAg	na	gietie	that watersection was so perfect and just satisfying to watch	0.0	0.508	0.492	0.829	0.0001472222211305052	0.998684823513031	0.00023278828302863985	0.0002960562997031957	0.00035694317193701863	0.0002821518573909998
258	1662545285.094336	UgxGcugkcGIQNymRWQx4AaABAg	na	It'sGood	Looking forward to summoning salt's breakdown!	0.0	1.0	0.0	0.0	0.0005526287714019418	0.9947110414505005	0.0017056915676221251	0.002004028297960758	0.0007296463591046631	0.0002971545036416501
259	1662545285.096697	Ugy8FkRP7cvYsZHlyat4AaABAg	na	repuSoiraM	WR!!!!	0.0	1.0	0.0	0.0	0.10377508401870728	0.11679134517908096	0.7403099536895752	0.027218690142035484	0.004763713106513023	0.007141216658055782
260	1662545285.098977	UgwSwQMjyKEyBEZzhpN4AaABAg	na	raspberry1440kb	john cage	0.0	1.0	0.0	0.0	0.17286790907382965	0.49281394481658936	0.2738063335418701	0.03862718120217323	0.011287272907793522	0.010597407817840576
261	1662545285.101699	Ugx_XdCfEEmdG7KmUaJ4AaABAg	na	cunkycakes6969	"By technicality this is WR according to the leaderboards because the category rules states: 

Goal

Beat the game as fast as possible by any means necessary.

Times below 5:00.00 are treated with suspicion. It is highly recommended that you stream all of your attempts and provide split files to have your run accepted.

Times below 5:00.00 require an input file if you are playing on an emulator that can record input files.

Using savestates to the title screen is prohibited. You must use the reset function on your emulator or console and the reset must be shown in the video. 

It doesn’t say anything about you can’t mod the game, so yes this is legal. And I think the name should be Kosmic and chat. 

Please don’t take this literally this is a joke. 😂"	0.029	0.844	0.126	0.915	0.02610999159514904	0.5124738216400146	0.40428823232650757	0.036942292004823685	0.018985239788889885	0.0012004079762846231
262	1662545285.10824	Ugxz5HpeDO-xyjCn4o94AaABAg	na	MrNoobNub	"""They had us in the first half not gonna lie"""	0.0	1.0	0.0	0.0	0.011033434420824051	0.05023358762264252	0.8709415197372437	0.06132500618696213	0.005017634015530348	0.0014488700544461608
263	1662545285.111047	UgxOz6hL3wA6Lu66jwx4AaABAg	na	Asomebody	Niceness v784	0.0	0.278	0.722	0.3818	0.0003328121092636138	0.9913554787635803	0.0012028695782646537	0.00085249706171453	0.005821264814585447	0.0004350924864411354
264	1662545285.113725	Ugyqgz9maLqBpdPMk6p4AaABAg	na	KevinTheCat	gg on this huge dub 👍👍	0.0	0.609	0.391	0.5423	0.03251609578728676	0.8649359345436096	0.0725243017077446	0.018498223274946213	0.0034549375995993614	0.008070550858974457
265	1662545285.116297	Ugw7-vtFjsy_0EXgFiV4AaABAg	na	TBZ HUB	"Loll the way they're ""helping"" seems counter-intuitive"	0.0	0.732	0.268	0.296	0.003796040080487728	0.9897252321243286	0.002054787939414382	0.0011271127732470632	0.0006136854062788188	0.0026832132134586573
266	1662545285.118753	Ugxob35-l0nwrcePTuB4AaABAg	na	Pierce Arner	Highest of fives to everyone involved!	0.0	1.0	0.0	0.0	0.020720385015010834	0.19375920295715332	0.7656676173210144	0.013143758289515972	0.0033412333577871323	0.0033678628969937563
267	1662545285.121124	UgyzAmrIdYmGKAM-USp4AaABAg	na	Dylan Klosinski	Still more legitimate than Badabun	0.0	1.0	0.0	0.0	0.00568789429962635	0.9446617960929871	0.038912300020456314	0.007004353683441877	0.0019906514789909124	0.0017429563449695706
268	1662545285.123498	UgxcUxeP4-B8vuSDmmt4AaABAg	na	Dr.Phlosion	"The ""We"" in the Title caught my Attention immediately. 🌹"	0.0	1.0	0.0	0.0	0.26645341515541077	0.22939449548721313	0.4279991090297699	0.009299653582274914	0.004400942008942366	0.06245242431759834
269	1662545285.125918	UgyFld0E7LYLIVb_sSh4AaABAg	na	GTAce99	"I need to figure out how to beat the Super Mario Bros. Any% WR, and I think I found a way.

That's right, we're gonna cheat."	0.097	0.777	0.126	0.2263	0.0017610540380701423	0.9556778073310852	0.024397488683462143	0.015372042544186115	0.001761108636856079	0.0010305464966222644
270	1662545285.480857	9fKSkhmV5BE9fKu8Aqr_rv	UgyRGnaR3qSbATCn0Ad4AaABAg	COArSe_D1RTxxx	based	0.0	1.0	0.0	0.0	0.2887047231197357	0.3310408294200897	0.32049688696861267	0.04014619439840317	0.00874349195510149	0.010867899283766747
271	1662545285.489103	9fKSkhmV5BE9fKyruAWaO8	UgyRGnaR3qSbATCn0Ad4AaABAg	DireYoshi	I get this reference.	0.0	1.0	0.0	0.0	0.024040821939706802	0.5052178502082825	0.44033437967300415	0.023357892408967018	0.004110932350158691	0.0029381848871707916
272	1662545285.496901	9fKSkhmV5BE9fL1bMULCyI	UgyRGnaR3qSbATCn0Ad4AaABAg	Shantil Khadatkar	OMG I love this 😂😂	0.154	0.366	0.48	0.875	0.020546285435557365	0.741404116153717	0.1932552307844162	0.033373113721609116	0.008720454759895802	0.0027007649186998606
273	1662545285.502459	9fKSkhmV5BE9fVU4WhynKK	UgyRGnaR3qSbATCn0Ad4AaABAg	Hamlowe	Okay, I get most of these jokes, but don't know the coffee stain one. What was that about?	0.0	0.838	0.162	0.269	0.020733851939439774	0.025578459724783897	0.9440807700157166	0.007493173703551292	0.0009896509582176805	0.0011240591993555427
274	1662545285.506919	9fKSkhmV5BE9fVd1vu8-Ey	UgyRGnaR3qSbATCn0Ad4AaABAg	DireYoshi	 @Hamlowe  it's another Todd Togers, in which the submitted score seemed only possible if it was read with a coffee stain on submission.	0.0	1.0	0.0	0.0	0.14673982560634613	0.2606990933418274	0.5603627562522888	0.02041257545351982	0.0074748811312019825	0.004310895223170519
275	1662545285.51091	9fKSkhmV5BE9fWLF0V5nrn	UgyRGnaR3qSbATCn0Ad4AaABAg	Hamlowe	 @DireYoshi  Never change, Todd.	0.0	1.0	0.0	0.0	0.08815762400627136	0.4263922870159149	0.3701125383377075	0.10424918681383133	0.008458878844976425	0.0026295571587979794
276	1662545285.898219	9fKS8N3GOhe9fKVfxvlSdI	Ugx_XdCfEEmdG7KmUaJ4AaABAg	Ivan Leven	Yeah, but there is rules for a game by itself, not only for a category :D	0.0	0.662	0.338	0.7992	0.022622963413596153	0.676725447177887	0.26818472146987915	0.02379385381937027	0.004602866712957621	0.004070077557116747
277	1662545285.906702	9fKS8N3GOhe9fKW6zZQ09R	Ugx_XdCfEEmdG7KmUaJ4AaABAg	Ben Busche	run denied because emulator with no input file	0.459	0.541	0.0	-0.6249	0.31565946340560913	0.006129216402769089	0.6532928943634033	0.02225482650101185	0.0013522303197532892	0.001311396830715239
278	1662545285.914541	9fKS8N3GOhe9fKZgBL6SOn	Ugx_XdCfEEmdG7KmUaJ4AaABAg	SirLampsALot	"He savestates to the title screen too
Plus his emulator can’t record input files"	0.0	1.0	0.0	0.0	0.05371967330574989	0.7815165519714355	0.12361215054988861	0.03457833081483841	0.00246607419103384	0.004107229877263308
279	1662545285.92005	9fKS8N3GOhe9fKbfq8JVWS	Ugx_XdCfEEmdG7KmUaJ4AaABAg	James Poling	SmallAnt rules, I see	0.0	1.0	0.0	0.0	0.02081058919429779	0.6198568940162659	0.3157924711704254	0.03615332022309303	0.004050981719046831	0.003335751825943589
280	1662545285.924516	9fKS8N3GOhe9fKttqie6Qd	Ugx_XdCfEEmdG7KmUaJ4AaABAg	divVerent	"It is a valid WR, yes, but for the game ""Super Mario Bros. with Crowd Control"". Could be quite legitimate to create a leaderboard for that. But sadly won't be ""compatible"" with the regular SMB one :)"	0.074	0.641	0.285	0.8897	0.0007557430653832853	0.9948534369468689	0.0019868086092174053	0.0013191761681810021	0.0006226583500392735	0.0004622812557499856
281	1662545285.928087	9fKS8N3GOhe9fL1rsNtUup	Ugx_XdCfEEmdG7KmUaJ4AaABAg	LordAndrew	Crowd Control uses Bizhawk, an emulator developed for tool-assisted speedrunning. It can absolutely record input files.	0.0	1.0	0.0	0.0	0.13089188933372498	0.7508590221405029	0.0984150692820549	0.012516679242253304	0.0026980701368302107	0.004619249142706394
282	1662545285.931237	9fKS8N3GOhe9fMHuvL3yKq	Ugx_XdCfEEmdG7KmUaJ4AaABAg	pjalne	Nothing in the rules says runners CAN'T be dogs.	0.0	1.0	0.0	0.0	0.010920029133558273	0.008341239765286446	0.964387059211731	0.015128093771636486	0.0006693389732390642	0.0005541968275792897
